concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000024,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,豆腐洗净。切约 5 mm 厚度，置于碟中。,1.0,"切,洗","刀,盆",
201000025,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,葱洗净，除去根部，切成葱花，备用。,2.0,"切,洗","刀,盆",
201000026,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,辣椒洗净，切开，去籽，切成 1cm * 1cm 状，备用。,3.0,"切,洗,去籽","刀,盆",
201000027,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,热锅，加入份数 * 9ml 油。,4.0,热锅,平底锅,
201000028,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,油入锅后，使其均匀布于锅底，均匀放入豆腐，小火煎至金黄翻面。,5.0,煎,"平底锅,锅铲",约5-7分钟
201000029,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,待两面金黄，盛入碟中备用。,6.0,盛出,"锅铲,碟",
201000030,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,补油至覆盖锅底，倒入辣椒大火翻炒，并铲碾 3 分钟。,7.0,"炒,碾","平底锅,锅铲",3分钟
201000031,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,倒入豆腐，翻炒，加入盐与鸡精，中火翻炒 1 分钟后倒入 10 ML 水，大火收汁。,8.0,"炒,收汁","平底锅,锅铲",约4分钟
201000032,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,出锅前撒上之前计算好的葱花，起锅盛盘。,9.0,"撒,盛盘","锅铲,盘",
201000033,Recipe,松仁玉米,松仁玉米 (Recipe),松仁玉米,[],素菜,2.0,,5分钟,5分钟,1,"松仁可干炒增香,罐头玉米需沥干水分,火候不宜过大",dishes/vegetable_dish/松仁玉米.md,,,,,,,,
201000034,Ingredient,玉米粒,玉米粒 (Ingredient),玉米粒,[],蔬菜,,,,,,,,200,g,True,,,,,
201000035,Ingredient,熟松子仁,熟松子仁 (Ingredient),熟松子仁,[],其他,,,,,,,,30,g,True,,,,,
201000036,Ingredient,胡萝卜,胡萝卜 (Ingredient),胡萝卜,[],蔬菜,,,,,,,,50,g,True,,,,,
201000037,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,15,ml,False,,,,,
201000038,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,10,g,False,,,,,
201000039,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000040,Ingredient,淀粉,淀粉 (Ingredient),淀粉,[],淀粉类,,,,,,,,5,g,False,,,,,
201000041,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,20,ml,False,,,,,
201000042,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,玉米粒和胡萝卜丁提前焯水 1 分钟，捞出沥干备用,1.0,"煮,切","锅,漏勺",1分钟
201000043,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,热锅凉油，放入胡萝卜丁略炒，再加入玉米粒翻炒,2.0,炒,"炒锅,锅铲",2分钟
201000044,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入白砂糖和盐，炒匀,3.0,炒,"炒锅,锅铲",30秒
201000045,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,混合水与淀粉成水淀粉，倒入锅中快速翻炒使汤汁略稠,4.0,"炒,混合","碗,炒锅,锅铲",1分钟
201000046,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,加入熟松仁翻炒均匀,5.0,炒,"炒锅,锅铲",30秒
201000047,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,出锅装盘,6.0,装盘,盘子,10秒
201000048,Recipe,水油焖蔬菜,水油焖蔬菜 (Recipe),水油焖蔬菜,"[{'term': '水油闷蔬菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '水oil-braised蔬菜', 'language': 'en', 'language_code': 'en-US'}, {'term': '水油braised蔬菜', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2.0,,5分钟,1分钟,1-2人,"先少放盐，出锅前尝味调整,可用鸡汤、骨头汤替代水,焖的时间不可过长",dishes/vegetable_dish/水油焖蔬菜.md,,,,,,,,
201000049,Ingredient,叶菜类蔬菜,叶菜类蔬菜 (Ingredient),叶菜类蔬菜,[],蔬菜,,,,,,,,300,g,True,,,,,
201000050,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,2,ml,False,,,,,
201000051,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,3,g,False,,,,,
201000052,Ingredient,蚝油,蚝油 (Ingredient),蚝油,[],调料,,,,,,,,3,ml,False,,,,,
201000053,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,150,ml,False,,,,,
201000054,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,洗净蔬菜,1.0,洗,盆,
201000055,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,锅中加入150ml水，并烧开。（水不需要能完全没过蔬菜）,2.0,煮,锅,
201000056,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,加入3g盐,3.0,加,锅,
201000057,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,（可选）加入3ml蚝油,4.0,加,锅,
201000058,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,加入2ml食用油,5.0,加,锅,
201000059,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,下菜，翻拌一下，然后盖上锅盖焖1分钟,6.0,"焖,翻拌","锅,锅铲",1分钟
201000060,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,盛盘,7.0,装盘,盘子,
201000061,Recipe,金针菇日本豆腐煲,金针菇日本豆腐煲 (Recipe),金针菇日本豆腐煲,"[{'term': '金针菇日本老豆腐煲', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '金针菇日本嫩豆腐煲', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '金针菇日本tofu煲', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2.0,,10分钟,15分钟,1份,"金针菇一定要先炒软,豆腐尽量不要翻炒，容易碎",dishes/vegetable_dish/金针菇日本豆腐煲.md,,,,,,,,
201000062,Ingredient,金针菇,金针菇 (Ingredient),金针菇,[],蔬菜,,,,,,,,1-2,把,True,,,,,
201000063,Ingredient,日本豆腐,日本豆腐 (Ingredient),日本豆腐,[],蛋白质,,,,,,,,2,袋,True,,,,,
201000064,Ingredient,小米椒,小米椒 (Ingredient),小米椒,[],蔬菜,,,,,,,,3-5,根,False,,,,,
201000065,Ingredient,蒜,蒜 (Ingredient),蒜,[],蔬菜,,,,,,,,2-3,瓣,False,,,,,
201000066,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,ml,False,,,,,
201000067,Ingredient,蚝油,蚝油 (Ingredient),蚝油,[],调料,,,,,,,,5,ml,False,,,,,
201000068,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,ml,False,,,,,
201000069,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,3,g,False,,,,,
201000070,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,10-15,ml,False,,,,,
201000071,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,豆腐切片，小火煎到两面金黄出锅备用。,1.0,"切,煎","刀,平底锅,锅铲",5-7分钟
201000072,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,切蒜成蒜末；将生抽，蚝油，老抽，糖，100ml 水调汁备用。,2.0,"切,调","刀,案板,碗",3分钟
201000073,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,热锅放油，油热放小米椒、蒜末爆香，先放金针菇，炒软，把煎好的豆腐平铺在金针菇上，倒入配好的料汁，焖 5 分钟，大火收汁。,3.0,"炒,焖,收汁","炒锅,锅铲",8-10分钟
201000074,Recipe,清蒸南瓜,清蒸南瓜 (Recipe),清蒸南瓜,"[{'term': '清steamed南瓜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清清蒸南瓜', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,1.0,,5分钟,15-20分钟,1-2人,"老南瓜更甜更面,南瓜皮可不去但需彻底洗净,蒸的时间依南瓜块大小和品种调整,用筷子测试是否蒸熟",dishes/vegetable_dish/清蒸南瓜.md,,,,,,,,
201000075,Ingredient,南瓜,南瓜 (Ingredient),南瓜,[],蔬菜,,,,,,,,300,g,True,,,,,
201000076,Ingredient,饮用水,饮用水 (Ingredient),饮用水,[],其他,,,,,,,,1000,ml,False,,,,,
201000077,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将南瓜外皮洗净，去除瓜瓤和籽。,1.0,"洗,切","刀,盆",
201000078,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将南瓜切成厚度大约2 cm的片，备用。,2.0,切,"刀,案板",
201000079,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,在蒸锅的锅中加入1000 ml饮用水。,3.0,,蒸锅,
201000080,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将切好的南瓜片均匀摆放在盘中。,4.0,,盘,
201000081,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,待蒸锅中的水烧开后，将装有南瓜的盘子放入蒸锅中。,5.0,蒸,"蒸锅,盘",
201000082,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,盖上锅盖，保持大火蒸15-20分钟，直至南瓜变软，可以用筷子轻松穿透。,6.0,蒸,"蒸锅,锅盖,筷子",15-20分钟
201000083,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,关火，小心取出盘子。,7.0,,"蒸锅,盘",
201000084,Recipe,凉拌豆腐,凉拌豆腐 (Recipe),凉拌豆腐,"[{'term': '凉拌老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '凉拌嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '凉拌tofu', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2.0,,5分钟,2分钟,1,"建议选用质地较硬的北豆腐或老豆腐，不易碎裂，口感更佳,如果喜欢更清淡的口感，可以省略醋和辣椒油,酱汁的比例可以根据个人口味进行调整",dishes/vegetable_dish/凉拌豆腐.md,,,,,,,,
201000085,Ingredient,豆腐,豆腐 (Ingredient),豆腐,"[{'term': '水豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,250,g,True,,,,,
201000086,Ingredient,小葱,小葱 (Ingredient),小葱,"[{'term': '香葱', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '细葱', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,10,g,False,,,,,
201000087,Ingredient,大蒜,大蒜 (Ingredient),大蒜,[],蔬菜,,,,,,,,3,瓣,False,,,,,
201000088,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,ml,False,,,,,
201000089,Ingredient,香油,香油 (Ingredient),香油,[],调料,,,,,,,,5,ml,False,,,,,
201000090,Ingredient,醋,醋 (Ingredient),醋,[],调料,,,,,,,,5,ml,False,,,,,
201000091,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,2,g,False,,,,,
201000092,Ingredient,辣椒油,辣椒油 (Ingredient),辣椒油,[],调料,,,,,,,,5,ml,False,,,,,
201000093,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将豆腐切成2 cm见方的小块，备用。,1.0,切,"刀,案板",
201000094,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,锅中加入500 ml饮用水，大火烧开。,2.0,煮,锅,
201000095,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,放入豆腐块，煮1-2分钟，以去除豆腥味并使豆腐口感更紧实。,3.0,煮,锅,1-2分钟
201000096,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将煮好的豆腐块捞出，沥干水分，放入碗中，备用。,4.0,,"碗,漏勺",
201000097,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将小葱洗净，切成葱花，备用。,5.0,切,"刀,案板",
201000098,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,将大蒜去皮，切成蒜末，备用。,6.0,切,"刀,案板",
201000099,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,在一个干净的小碗中，加入15 ml生抽，5 ml香油，5 ml醋（可选），2 g白糖（可选）。,7.0,,小碗,
201000100,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,加入切好的大蒜末。,8.0,,小碗,
201000101,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,搅拌均匀，使白糖充分溶解，酱汁混合均匀。,9.0,搅拌,"筷子,小碗",
201000102,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,将制作好的酱汁均匀淋在豆腐块上。,10.0,,勺子,
201000103,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,撒上切好的小葱花。,11.0,,,
201000104,CookingStep,步骤12,步骤12 (Cooking Step),步骤12,,,,,,,,,,,,,根据个人喜好，淋上5 ml辣椒油（可选）。,12.0,,勺子,
201000105,CookingStep,步骤13,步骤13 (Cooking Step),步骤13,,,,,,,,,,,,,用筷子或勺子轻轻拌匀，即可食用。,13.0,拌,"筷子,勺子",
201000106,Recipe,鸡蛋火腿炒黄瓜,鸡蛋火腿炒黄瓜 (Recipe),鸡蛋火腿炒黄瓜,[],素菜,2.0,,5分钟,3分钟,1人,火腿是咸的，要在调味后才加入，这样不会让火腿也沾上盐,dishes/vegetable_dish/鸡蛋火腿炒黄瓜.md,,,,,,,,
201000107,Ingredient,黄瓜,黄瓜 (Ingredient),黄瓜,[],蔬菜,,,,,,,,200,g,True,,,,,
201000108,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,2,个,True,,,,,
201000109,Ingredient,火腿肠,火腿肠 (Ingredient),火腿肠,[],蛋白质,,,,,,,,40,g,True,,,,,
201000110,Ingredient,红尖椒,红尖椒 (Ingredient),红尖椒,[],蔬菜,,,,,,,,1,个,False,,,,,
201000111,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,10,ml,False,,,,,
201000112,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,ml,False,,,,,
201000113,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,2,g,False,,,,,
201000114,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,黄瓜洗净，切半圆形片，备用,1.0,"切,洗","刀,案板",
201000115,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,火腿切半圆形片，备用,2.0,切,"刀,案板",
201000116,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,红尖椒（可选）切碎，备用,3.0,切,"刀,案板",
201000117,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将鸡蛋打入碗中，搅匀，即为鸡蛋液,4.0,"打,搅","碗,筷子",
201000118,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,热锅里倒5ml食用油,5.0,倒,炒锅,
201000119,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,油热后转小火，倒入打散的鸡蛋液，用筷子划散，翻炒至鸡蛋结为固体且颜色微微发黄，即为半熟鸡蛋，盛出备用,6.0,"炒,划散","炒锅,筷子",约1分钟
201000120,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,不用洗锅，往锅内倒入5ml食用油，倒入黄瓜片大火翻炒1分钟,7.0,炒,炒锅,1分钟
201000121,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,把半熟鸡蛋倒入锅中，调入2g盐、3ml生抽，立刻倒入火腿片和辣椒碎（可选）翻炒均匀,8.0,"炒,调","炒锅,锅铲",约1分钟
201000122,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,关火，盛盘,9.0,盛,"炒锅,盘子",
201000123,Recipe,清炒花菜,清炒花菜 (Recipe),清炒花菜,"[{'term': '炒制花菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'stir-fried花菜', 'language': 'en', 'language_code': 'en-US'}]",素菜,2.0,,5分钟,10分钟,2,"提前焯水可缩短炒制时间,炒制时间可根据个人喜好调整花菜软硬程度",dishes/vegetable_dish/清炒花菜.md,,,,,,,,
201000124,Ingredient,花菜,花菜 (Ingredient),花菜,[],蔬菜,,,,,,,,300,g,True,,,,,
201000125,Ingredient,大蒜,大蒜 (Ingredient),大蒜,[],调料,,,,,,,,2,瓣,False,,,,,
201000126,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,3,g,False,,,,,
201000127,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,15,ml,False,,,,,
201000128,Ingredient,饮用水,饮用水 (Ingredient),饮用水,[],其他,,,,,,,,50,ml,False,,,,,
201000129,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将花菜洗净，用刀或手掰成小朵，粗茎部分可以切片，备用。,1.0,"洗,切,掰","刀,盆",
201000130,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将大蒜去皮，切成蒜片，备用。,2.0,"去皮,切","刀,案板",
201000131,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锅中加入1000 ml饮用水，大火烧开。,3.0,煮,锅,
201000132,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,放入花菜朵，煮2-3分钟，至花菜颜色变浅，口感稍微软化。,4.0,煮,锅,2-3分钟
201000133,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将煮好的花菜捞出，沥干水分，备用。,5.0,沥干,"漏勺,盆",
201000134,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,热锅，加入15 ml食用油，大火烧热。,6.0,炒,炒锅,
201000135,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,放入蒜片，快速煸炒出香味。,7.0,炒,"炒锅,锅铲",
201000136,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,放入焯好水的花菜朵，转中大火，快速翻炒约2分钟，使花菜均匀受热。,8.0,炒,"炒锅,锅铲",2分钟
201000137,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,加入3 g盐，继续翻炒均匀。,9.0,炒,"炒锅,锅铲",
201000138,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,沿锅边淋入50 ml饮用水，盖上锅盖，焖1分钟，帮助花菜完全熟透入味。,10.0,焖,"炒锅,锅盖",1分钟
201000139,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,开盖，快速翻炒均匀，即可出锅。,11.0,炒,"炒锅,锅铲",
201000140,Recipe,蒜蓉西兰花,蒜蓉西兰花 (Recipe),蒜蓉西兰花,[],素菜,2.0,,10分钟,5分钟,2,"焯水时间不宜超过推荐时长，以免影响西兰花的口感和营养,如果想保留西兰花更脆的口感，可以缩短焯水时间",dishes/vegetable_dish/蒜蓉西兰花.md,,,,,,,,
201000141,Ingredient,西兰花,西兰花 (Ingredient),西兰花,[],蔬菜,,,,,,,,200,g,True,,,,,
201000142,Ingredient,大蒜,大蒜 (Ingredient),大蒜,[],调料,,,,,,,,4,瓣,False,,,,,
201000143,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201000144,Ingredient,蚝油,蚝油 (Ingredient),蚝油,[],调料,,,,,,,,5,ml,False,,,,,
201000145,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,2,g,False,,,,,
201000146,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将西兰花切成小朵，清洗干净。,1.0,"切,清洗","刀,盆",
201000147,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将大蒜去皮，切成蒜末，备用。,2.0,"去皮,切","刀,案板",
201000148,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,锅中加入1000 ml饮用水，大火烧开。,3.0,煮,锅,
201000149,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,放入西兰花，保持大火煮2-3分钟，至西兰花颜色变翠绿，口感变软。,4.0,煮,锅,2-3分钟
201000150,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将煮好的西兰花捞出，沥干水分，摆入盘中，备用。,5.0,沥干,"漏勺,盘子",
201000151,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,热锅，加入10 ml食用油。油温升高后，放入大蒜末，小火煸炒出香味。,6.0,炒,"炒锅,锅铲",
201000152,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,加入10 ml生抽，5 ml蚝油，2 g白糖，加入30 ml饮用水。,7.0,混合,"炒锅,量勺",
201000153,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,将锅中汤汁烧开。,8.0,煮,炒锅,
201000154,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,将烧好的蒜蓉汁均匀淋在盘中的西兰花上。,9.0,淋,"勺子,盘子",
